鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
三民區,房地(土地+建物),高雄市三民區皓東路121~150號,7.51,商,,,1081111,土地1建物1車位0,十七層，電梯樓梯間,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830523,103.12,3,2,2,有,無,4600000,44608,,0.0,0,,RPOOMLQKKIOFFDE28CA
左營區,房地(土地+建物),高雄市左營區大中二路624巷1~30號,6.72,住,,,1081116,土地1建物1車位0,七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841020,87.25,3,2,1,有,有,3750000,42980,,0.0,0,含增建或未登記建物。;,RPTOMLNKKIOFFEE58CA
左營區,房地(土地+建物),高雄市左營區大中二路571~600號,10.47,住,,,1081115,土地1建物1車位0,四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850424,143.38,4,2,2,有,有,5400000,37662,,0.0,0,,RPUOMLNKKIOFFEE68CA
楠梓區,房地(土地+建物),高雄市楠梓區惠豐街91~120號,17.65,住,,,1081114,土地1建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870323,113.24,3,2,2,有,有,4180000,36913,,0.0,0,,RPPOMLQKKIOFFEE48CA
左營區,房地(土地+建物),高雄市左營區翠華路601巷91~120號,25.11,住,,,1081115,土地1建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0890124,154.54000000000002,3,2,2,有,有,5600000,36237,,0.0,0,,RPOOMLSKKIOFFEE58CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德信街105巷1~30號,20.85,住,,,1081103,土地1建物1車位1,九層，十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840223,151.14,3,2,2,有,有,5480000,36258,坡道平面,0.0,0,,RPPOMLOLKIOFFEE38CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興泰街61~90號,22.68,住,,,1081027,土地3建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011122,143.84,3,2,2,有,有,6700000,46580,坡道平面,0.0,0,,RPVPMLRLKIOFFEE76CA
左營區,房地(土地+建物)+車位,高雄市左營區文瑞路1~30號,24.48,住,,,1081024,土地1建物1車位2,十層,14,住宅大樓(11層含以上有電梯),住家用,見使用執照,0880616,189.44,4,2,2,有,有,10150000,53579,坡道機械,0.0,0,附家電傢俱。含裝潢。,RPOOMLNJJHPFFEE87CA
鳳山區,房地(土地+建物),高雄市鳳山區光復路61~90號,11.84,商,,,1081115,土地3建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0781110,114.0,3,2,2,有,無,4200000,36842,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLSLKIOFFGE56CA
鳥松區,房地(土地+建物)+車位,高雄市鳥松區文海街1~30號,125.98,住,,,1080921,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790924,216.41000000000003,4,2,2,有,有,7880000,36412,坡道平面,0.0,0,屋況欠佳需整理,RPSNMLRLKIOFFIE66CA
大寮區,房地(土地+建物)+車位,高雄市大寮區內坑路151~180號,10.85,住,,,1081119,土地1建物1車位1,十七層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870225,120.12,3,2,2,有,有,2180000,18149,坡道平面,22.32,0,,RPWNMLNKKIOFFLE86CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區忠孝里民權二路511~540號,9.05,住,,,1081113,土地1建物1車位1,十四層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970307,189.66000000000003,3,2,2,有,有,12680000,66856,坡道平面,0.0,0,,RPPNMLTJKIOFFCE68CD
鳳山區,房地(土地+建物),高雄市鳳山區經武路331~360號,11.91,住,,,1081125,土地1建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840915,120.1,3,2,2,有,有,4200000,34971,,0.0,0,,RPUNMLQKKIOFFGE56DA
左營區,房地(土地+建物)+車位,高雄市左營區重建路31~60號,12.37,商,,,1081030,土地1建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931129,125.29,3,2,2,有,有,6820000,54434,坡道機械,7.1,0,,RPXNMLSJJHPFFEE56CA
左營區,房地(土地+建物)+車位,高雄市左營區介壽路221巷1~30號,25.67,住,,,1081115,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000916,136.75,3,2,2,有,有,7200000,52651,坡道平面,13.95,0,,RPTOMLKMKIOFFEE48CA
左營區,房地(土地+建物),高雄市左營區自勉路151~180號,11.55,住,,,1081108,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960410,93.17,2,2,1,有,有,4180000,44864,,0.0,0,,RPXNMLSKKIOFFEE76CA
左營區,房地(土地+建物)+車位,高雄市左營區明華一路91~120號,18.47,住,,,1081112,土地1建物1車位1,十層，電梯樓梯間,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830803,166.87,3,2,2,有,有,7200000,43147,坡道平面,0.0,0,含增建或未登記建物。;,RPTPMLSKKIOFFEE56CA
左營區,房地(土地+建物),高雄市左營區光興街58巷1~30號,14.43,住,,,1081112,土地1建物1車位0,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830622,132.19,3,2,2,有,有,6300000,47659,,0.0,0,,RPPNMLKLKIOFFEE87CA
左營區,房地(土地+建物),高雄市左營區立信路271~300號,11.79,住,,,1081124,土地1建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,見使用執照,0880414,77.06,2,2,1,有,有,4500000,58396,,0.0,0,含增建或未登記建物。,RPQPMLKLKIOFFEE18CA
左營區,房地(土地+建物),高雄市左營區文川路211~240號,5.91,商,,,1081116,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030716,85.84,2,2,1,有,有,5210000,60694,,0.0,0,,RPTOMLOLKIOFFEE78CA
楠梓區,房地(土地+建物),高雄市楠梓區楠梓新路241~270號,10.56,住,,,1081127,土地1建物1車位0,十一層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830628,113.45,3,1,2,有,有,3800000,33495,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQPMLNKKIOFFEE38CA
左營區,房地(土地+建物),高雄市左營區富民路13巷1~30號,7.14,住,,,1081101,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840930,77.71000000000001,2,2,1,有,有,4800000,61768,,0.0,0,,RPOOMLNKKIOFFEE08CA
三民區,房地(土地+建物)+車位,高雄市三民區明誠一路151~180號,12.77,住,,,1081118,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880908,103.81,2,2,1,有,有,5250000,50573,坡道平面,27.45,0,,RPTNMLRKKIOFFDE78CA
三民區,房地(土地+建物)+車位,高雄市三民區鼎祥街1~30號,12.42,住,,,1081031,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880809,153.56,3,2,2,有,有,7400000,48190,坡道平面,30.12,0,含增建或未登記建物。;,RPXNMLSKKIOFFDE66CA
三民區,房地(土地+建物)+車位,高雄市三民區褒揚東街162巷61~90號,19.52,住,,,1081128,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010927,147.91,3,2,2,有,有,11010000,74437,坡道平面,0.0,0,,RPROMLTKKIOFFDE88CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區育樂路1~30號,10.92,其他,,,1081117,土地1建物1車位1,二十三層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871117,133.51999999999998,3,2,2,有,有,6000000,44937,坡道機械,0.0,0,,RPPRMLOLKIOFFCE48CA
鼓山區,房地(土地+建物),高雄市鼓山區龍水二路91~120號,19.66,住,,,1081119,土地1建物1車位0,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040513,221.09000000000003,3,2,2,有,無,16100000,72821,,0.0,0,,RPQOMLNLKIOFFAE97CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東八街91~120號,13.43,住,,,1081122,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011107,119.21000000000001,2,1,1,有,有,6580000,55197,坡道平面,0.0,0,,RPROMLMKKIOFFAE87CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區青海路31~60號,29.25,住,,,1081031,土地1建物1車位1,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020619,281.39,3,2,3,有,有,21800000,77473,坡道平面,0.0,0,,RPQNMLQKKIOFFAE08CA
鼓山區,房地(土地+建物),高雄市鼓山區美術東八街91~120號,14.58,住,,,1081202,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920904,129.44,3,2,2,有,有,7280000,56242,,0.0,0,,RPOOMLTKKIOFFAE28CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東二路241~270號,29.4,住,,,1081114,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960301,214.76,4,2,2,有,有,13880000,64630,坡道平面,26.97,0,,RPQNMLKLKIOFFAE57CA
前金區,房地(土地+建物)+車位,高雄市前金區中正四路91~120號,14.61,商,,,1081113,土地1建物2車位1,六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881222,211.77,3,2,2,有,有,11580000,54685,坡道平面,0.0,0,"附贈設備：冰箱1具,洗衣機1具,冷氣1對4,1台;1對1,1台,流理台1具,瓦斯爐1具,抽油煙機1具,熱水器1具,固定燈飾全部",RPXNMLTKKIOFFAE09CA
鼓山區,房地(土地+建物),高雄市鼓山區鼓山一路133巷1~30號,19.48,住,,,1080830,土地2建物1車位0,四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000120,185.07999999999998,3,2,2,有,有,10200000,55111,,0.0,0,,RPWOMLLMKIOFFAE48CA
苓雅區,房地(土地+建物),高雄市苓雅區英祥街1~30號,13.87,住,,,1081109,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,134.57,4,2,2,有,有,5400000,40128,,0.0,0,,RPVPMLTKKIOFFBE56CA
三民區,房地(土地+建物),高雄市三民區建元路31~60號,4.42,商,,,1081116,土地1建物1車位0,七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860705,51.82,3,2,2,有,有,2200000,42455,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLQKKIOFFDE28CA
三民區,房地(土地+建物)+車位,高雄市三民區文安南街151~180號,21.4,住,,,1081110,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010927,151.97,3,2,2,有,有,11800000,77647,坡道平面,20.12,0,,RPWOMLKLKIOFFDE58CA
三民區,房地(土地+建物),高雄市三民區昌裕街91~120號,15.97,住,,,1081114,土地2建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840823,112.72,3,2,2,有,有,4600000,40809,,0.0,0,,RPPNMLKMKIOFFDE87CA
左營區,房地(土地+建物)+車位,高雄市左營區重立路361~390號,21.76,住,,,1081120,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941006,159.51,4,2,2,有,有,9000000,56423,坡道平面,0.0,0,,RPWNMLKLKIOFFEE58CA
左營區,房地(土地+建物),高雄市左營區城峰路1~30號,8.69,住,,,1081107,土地1建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970410,83.26,2,2,1,有,有,4200000,50444,,0.0,0,"附裝潢,傢俱,家電",RPRNMLSKKIOFFEE78CA
左營區,房地(土地+建物)+車位,高雄市左營區榮總路203巷1~30號,12.03,住,,,1081023,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870629,159.07,3,2,2,有,有,7300000,45892,坡道平面,0.0,0,,RPTNMLRKKIOFFEE88CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德賢路555巷1~30號,12.53,住,,,1081130,土地1建物1車位1,十九層，二十層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851028,185.88,4,2,3,有,有,6800000,36583,坡道平面,0.0,0,,RPSPMLRKKIOFFEE98CA
左營區,房地(土地+建物),高雄市左營區華夏路1741~1770號,9.03,住,,,1081101,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951107,79.30000000000001,2,2,1,有,有,4200000,52963,,0.0,0,,RPVOMLKMKIOFFEE68CA
左營區,房地(土地+建物)+車位,高雄市左營區榮總路223巷1~30號,9.22,住,,,1081117,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870629,119.61000000000001,3,2,2,有,有,5300000,44311,坡道機械,0.0,0,,RPUPMLRLKIOFFEE66CA
左營區,房地(土地+建物)+車位,高雄市左營區東門路131巷1~30號,17.98,住,,,1081128,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971105,162.0,3,2,2,有,有,10600000,65432,坡道平面,0.0,0,,RPRNMLPJJHPFFEE28CA
鳳山區,房地(土地+建物),高雄市鳳山區新富路481~510號,16.28,住,,,1081113,土地1建物1車位0,五層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790610,146.54,4,2,2,有,有,5380000,36714,,0.0,0,,RPRNMLKLKIOFFGE28CA
鳳山區,房地(土地+建物),高雄市鳳山區經武路241~270號,20.17,住,,,1081105,土地2建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830112,150.74,4,2,2,有,有,5300000,35160,,0.0,0,,RPVPMLKMKIOFFGE98CA
林園區,房地(土地+建物),高雄市林園區頂厝路130巷1~30號,10.45,商,,,1081113,土地1建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831128,113.39,3,2,1,有,有,1700000,14993,,0.0,0,,RPUNMLSKKIOFFLE17CA
三民區,房地(土地+建物)+車位,高雄市三民區明哲路31~60號,15.21,住,,,1081125,土地1建物1車位1,十三層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821126,132.77,2,2,1,有,有,6200000,46697,坡道平面,0.0,0,,RPROMLRKKIOFFDE78DA
鳥松區,房地(土地+建物),高雄市鳥松區松埔北巷1~30號,55.79,,鄉村區,乙種建築用地,1081128,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800320,161.14,3,2,2,有,有,3750000,23272,,0.0,0,,RPPNMLLKKIOFFIE58CD
前鎮區,房地(土地+建物),高雄市前鎮區籬仔內路29巷1~30號,22.79,住,,,1081126,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031006,162.66,3,2,2,有,無,9300000,57174,,0.0,0,,RPPNMLRKKIOFFCE38DA
茄萣區,房地(土地+建物),高雄市茄萣區建中街61~90號,9.48,住,,,1081115,土地3建物1車位0,九層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841230,105.39,3,2,2,有,有,1460000,13853,,0.0,0,,RPTNMLTKKIOFFJE96CA
鳳山區,房地(土地+建物),高雄市鳳山區漢慶街121~150號,6.97,住,,,1081118,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891020,74.26,2,2,1,有,有,3800000,51172,,0.0,0,,RPRNMLLLKIOFFGE38CA
左營區,房地(土地+建物)+車位,高雄市左營區文學路301~330號,8.8,住,,,1081103,土地1建物1車位1,七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871110,163.27999999999997,3,2,2,有,有,7560000,46301,坡道平面,0.0,0,,RPWOMLQJJHPFFEE98CA
左營區,房地(土地+建物),高雄市左營區保靖街31~60號,5.99,商,,,1081008,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031104,82.81,2,1,1,有,有,6380000,77044,,0.0,0,,RPWNMLRLKIOFFEE66CA
楠梓區,房地(土地+建物),高雄市楠梓區土庫二路181~210號,8.79,住,,,1081123,土地2建物1車位0,十四層,20,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030626,83.38,2,1,1,有,有,3780000,45335,,0.0,0,,RPTNMLTLKIOFFEE56CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德民路426巷1~30號,10.74,住,,,1081102,土地1建物1車位2,二十二層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851028,154.6,4,2,2,有,有,5250000,33959,坡道機械,0.0,0,,RPVOMLSKKIOFFEE66CA
左營區,房地(土地+建物)+車位,高雄市左營區明華一路271~300號,24.44,住,,,1081029,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,見使用執照,0890623,204.63,4,2,2,有,有,13300000,64995,坡道平面,0.0,0,,RPXNMLRKKIOFFEE66CA
左營區,房地(土地+建物)+車位,高雄市左營區榮德街61~90號,10.54,住,,,1081118,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870826,122.08,4,1,2,有,有,5500000,45052,坡道機械,8.56,0,,RPOOMLNLKIOFFEE18CA
三民區,房地(土地+建物),高雄市三民區同盟三路271~300號,11.05,住,,,1081130,土地1建物1車位0,二十層，電梯樓梯間,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830728,153.82999999999998,4,2,2,有,無,6200000,40304,,0.0,0,,RPQNMLTJJHPFFDE48CA
三民區,房地(土地+建物)+車位,高雄市三民區德山街35巷1~30號,10.01,商,,,1081117,土地1建物2車位1,六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820625,113.49,2,2,2,有,有,4430000,39034,坡道平面,0.0,0,,RPQOMLOLKIOFFDE38CA
三民區,房地(土地+建物)+車位,高雄市三民區大豐二路331~360號,11.1,商,,,1081119,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870106,158.62,4,2,2,有,有,6750000,42555,坡道機械,0.0,0,,RPSNMLPLKIOFFDE58CA
三民區,房地(土地+建物)+車位,高雄市三民區中華二路211~240號,16.75,住,,,1081118,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021003,174.49,3,1,2,有,有,11700000,67053,坡道平面,22.12,0,,RPRPMLTKKIOFFDE98CA
前鎮區,房地(土地+建物)+車位,高雄市前鎮區民權二路511~540號,12.87,住,,,1081106,土地1建物1車位1,九層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970307,274.66999999999996,4,2,2,有,有,19500000,70994,坡道平面,17.24,0,,RPWOMLKMKIOFFCE58CA
前鎮區,房地(土地+建物),高雄市前鎮區武慶一路121~150號,10.37,住,,,1081108,土地2建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980722,86.78999999999999,2,1,1,有,有,4500000,51849,,0.0,0,,RPQQMLOLKIOFFCE48CA
新興區,房地(土地+建物)+車位,高雄市新興區復興一路61~90號,8.96,商,,,1081127,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041023,138.1,1,1,1,有,無,9280000,67198,坡道平面,30.53,0,,RPPNMLKLKIOFFBE57CA
鼓山區,房地(土地+建物),高雄市鼓山區美術東三路1~30號,17.66,住,,,1081027,土地1建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930513,118.09,3,2,2,有,有,7980000,67576,,0.0,0,,RPOOMLKMKIOFFAE57CA
鼓山區,房地(土地+建物),高雄市鼓山區美術東六街211~240號,9.33,住,,,1081120,土地1建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930224,89.69,2,1,1,有,有,5050000,56305,,0.0,0,,RPQOMLKMKIOFFAE77CA
